ID	Emoji	Code	Hex	Decimal	HTML entity hex	HTML entity decimal	URL encode	JS encode	Markdown	Name (English)
2576	🧑🏿‍🤝‍🧑🏽	U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FD	1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FD	129489 127999 8205 129309 8205 129489 127997	&#x1F9D1;&#x1F3FF;&#x200D;&#x1F91D;&#x200D;&#x1F9D1;&#x1F3FD;	&#129489;&#127999;&#8205;&#129309;&#8205;&#129489;&#127997;	%F0%9F%A7%91%F0%9F%8F%BF%E2%80%8D%F0%9F%A4%9D%E2%80%8D%F0%9F%A7%91%F0%9F%8F%BD	\ud83e\uddd1\ud83c\udfff\u200d\ud83e\udd1d\u200d\ud83e\uddd1\ud83c\udffd		people holding hands: dark skin tone, medium skin tone
2577	🧑🏿‍🤝‍🧑🏾	U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FE	1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FE	129489 127999 8205 129309 8205 129489 127998	&#x1F9D1;&#x1F3FF;&#x200D;&#x1F91D;&#x200D;&#x1F9D1;&#x1F3FE;	&#129489;&#127999;&#8205;&#129309;&#8205;&#129489;&#127998;	%F0%9F%A7%91%F0%9F%8F%BF%E2%80%8D%F0%9F%A4%9D%E2%80%8D%F0%9F%A7%91%F0%9F%8F%BE	\ud83e\uddd1\ud83c\udfff\u200d\ud83e\udd1d\u200d\ud83e\uddd1\ud83c\udffe		people holding hands: dark skin tone, medium-dark skin tone
2578	🧑🏿‍🤝‍🧑🏿	U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FF	1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FF	129489 127999 8205 129309 8205 129489 127999	&#x1F9D1;&#x1F3FF;&#x200D;&#x1F91D;&#x200D;&#x1F9D1;&#x1F3FF;	&#129489;&#127999;&#8205;&#129309;&#8205;&#129489;&#127999;	%F0%9F%A7%91%F0%9F%8F%BF%E2%80%8D%F0%9F%A4%9D%E2%80%8D%F0%9F%A7%91%F0%9F%8F%BF	\ud83e\uddd1\ud83c\udfff\u200d\ud83e\udd1d\u200d\ud83e\uddd1\ud83c\udfff		people holding hands: dark skin tone
2579	👣	U+1F463	1F463	128099	&#x1F463;	&#128099;	%F0%9F%91%A3	\ud83d\udc63	:footprints:	footprints
2580	👤	U+1F464	1F464	128100	&#x1F464;	&#128100;	%F0%9F%91%A4	\ud83d\udc64	:bust_in_silhouette:	bust in silhouette
2581	👥	U+1F465	1F465	128101	&#x1F465;	&#128101;	%F0%9F%91%A5	\ud83d\udc65	:busts_in_silhouette:	busts in silhouette
2582	👪	U+1F46A	1F46A	128106	&#x1F46A;	&#128106;	%F0%9F%91%AA	\ud83d\udc6a	:family:	family
2583	🗣️	U+1F5E3 U+FE0F	1F5E3 FE0F	128483 65039	&#x1F5E3;&#xFE0F;	&#128483;&#65039;	%F0%9F%97%A3%EF%B8%8F	\ud83d\udde3\ufe0f		speaking head
2584	🧑‍🧑‍🧒	U+1F9D1 U+200D U+1F9D1 U+200D U+1F9D2	1F9D1 200D 1F9D1 200D 1F9D2	129489 8205 129489 8205 129490	&#x1F9D1;&#x200D;&#x1F9D1;&#x200D;&#x1F9D2;	&#129489;&#8205;&#129489;&#8205;&#129490;	%F0%9F%A7%91%E2%80%8D%F0%9F%A7%91%E2%80%8D%F0%9F%A7%92	\ud83e\uddd1\u200d\ud83e\uddd1\u200d\ud83e\uddd2		family: adult, adult, child
2585	🧑‍🧑‍🧒‍🧒	U+1F9D1 U+200D U+1F9D1 U+200D U+1F9D2 U+200D U+1F9D2	1F9D1 200D 1F9D1 200D 1F9D2 200D 1F9D2	129489 8205 129489 8205 129490 8205 129490	&#x1F9D1;&#x200D;&#x1F9D1;&#x200D;&#x1F9D2;&#x200D;&#x1F9D2;	&#129489;&#8205;&#129489;&#8205;&#129490;&#8205;&#129490;	%F0%9F%A7%91%E2%80%8D%F0%9F%A7%91%E2%80%8D%F0%9F%A7%92%E2%80%8D%F0%9F%A7%92	\ud83e\uddd1\u200d\ud83e\uddd1\u200d\ud83e\uddd2\u200d\ud83e\uddd2		family: adult, adult, child, child
2586	🧑‍🧒	U+1F9D1 U+200D U+1F9D2	1F9D1 200D 1F9D2	129489 8205 129490	&#x1F9D1;&#x200D;&#x1F9D2;	&#129489;&#8205;&#129490;	%F0%9F%A7%91%E2%80%8D%F0%9F%A7%92	\ud83e\uddd1\u200d\ud83e\uddd2		family: adult, child
2587	🧑‍🧒‍🧒	U+1F9D1 U+200D U+1F9D2 U+200D U+1F9D2	1F9D1 200D 1F9D2 200D 1F9D2	129489 8205 129490 8205 129490	&#x1F9D1;&#x200D;&#x1F9D2;&#x200D;&#x1F9D2;	&#129489;&#8205;&#129490;&#8205;&#129490;	%F0%9F%A7%91%E2%80%8D%F0%9F%A7%92%E2%80%8D%F0%9F%A7%92	\ud83e\uddd1\u200d\ud83e\uddd2\u200d\ud83e\uddd2		family: adult, child, child
2588	🫂	U+1FAC2	1FAC2	129730	&#x1FAC2;	&#129730;	%F0%9F%AB%82	\ud83e\udec2	:people_hugging:	people hugging
2589	🫆	U+1FAC6	1FAC6	129734	&#x1FAC6;	&#129734;	%F0%9F%AB%86	\ud83e\udec6		fingerprint
2590	🏻	U+1F3FB	1F3FB	127995	&#x1F3FB;	&#127995;	%F0%9F%8F%BB	\ud83c\udffb		light skin tone
2591	🏼	U+1F3FC	1F3FC	127996	&#x1F3FC;	&#127996;	%F0%9F%8F%BC	\ud83c\udffc		medium-light skin tone
2592	🏽	U+1F3FD	1F3FD	127997	&#x1F3FD;	&#127997;	%F0%9F%8F%BD	\ud83c\udffd		medium skin tone
2593	🏾	U+1F3FE	1F3FE	127998	&#x1F3FE;	&#127998;	%F0%9F%8F%BE	\ud83c\udffe		medium-dark skin tone
2594	🏿	U+1F3FF	1F3FF	127999	&#x1F3FF;	&#127999;	%F0%9F%8F%BF	\ud83c\udfff		dark skin tone
2595	🦰	U+1F9B0	1F9B0	129456	&#x1F9B0;	&#129456;	%F0%9F%A6%B0	\ud83e\uddb0		red hair
2596	🦱	U+1F9B1	1F9B1	129457	&#x1F9B1;	&#129457;	%F0%9F%A6%B1	\ud83e\uddb1		curly hair
2597	🦲	U+1F9B2	1F9B2	129458	&#x1F9B2;	&#129458;	%F0%9F%A6%B2	\ud83e\uddb2		bald
2598	🦳	U+1F9B3	1F9B3	129459	&#x1F9B3;	&#129459;	%F0%9F%A6%B3	\ud83e\uddb3		white hair
2599	🐀	U+1F400	1F400	128000	&#x1F400;	&#128000;	%F0%9F%90%80	\ud83d\udc00	:rat:	rat
2600	🐁	U+1F401	1F401	128001	&#x1F401;	&#128001;	%F0%9F%90%81	\ud83d\udc01	:mouse2:	mouse
2601	🐂	U+1F402	1F402	128002	&#x1F402;	&#128002;	%F0%9F%90%82	\ud83d\udc02	:ox:	ox
2602	🐃	U+1F403	1F403	128003	&#x1F403;	&#128003;	%F0%9F%90%83	\ud83d\udc03	:water_buffalo:	water buffalo
2603	🐄	U+1F404	1F404	128004	&#x1F404;	&#128004;	%F0%9F%90%84	\ud83d\udc04	:cow2:	cow
2604	🐅	U+1F405	1F405	128005	&#x1F405;	&#128005;	%F0%9F%90%85	\ud83d\udc05	:tiger2:	tiger
2605	🐆	U+1F406	1F406	128006	&#x1F406;	&#128006;	%F0%9F%90%86	\ud83d\udc06	:leopard:	leopard
2606	🐇	U+1F407	1F407	128007	&#x1F407;	&#128007;	%F0%9F%90%87	\ud83d\udc07	:rabbit2:	rabbit
2607	🐈	U+1F408	1F408	128008	&#x1F408;	&#128008;	%F0%9F%90%88	\ud83d\udc08	:cat2:	cat
2608	🐈‍⬛	U+1F408 U+200D U+2B1B	1F408 200D 2B1B	128008 8205 11035	&#x1F408;&#x200D;&#x2B1B;	&#128008;&#8205;&#11035;	%F0%9F%90%88%E2%80%8D%E2%AC%9B	\ud83d\udc08\u200d\u2b1b	:black_cat:	black cat
2609	🐎	U+1F40E	1F40E	128014	&#x1F40E;	&#128014;	%F0%9F%90%8E	\ud83d\udc0e	:racehorse:	horse
2610	🐏	U+1F40F	1F40F	128015	&#x1F40F;	&#128015;	%F0%9F%90%8F	\ud83d\udc0f	:ram:	ram
2611	🐐	U+1F410	1F410	128016	&#x1F410;	&#128016;	%F0%9F%90%90	\ud83d\udc10	:goat:	goat
2612	🐑	U+1F411	1F411	128017	&#x1F411;	&#128017;	%F0%9F%90%91	\ud83d\udc11	:sheep:	ewe
2613	🐒	U+1F412	1F412	128018	&#x1F412;	&#128018;	%F0%9F%90%92	\ud83d\udc12	:monkey:	monkey
2614	🐕	U+1F415	1F415	128021	&#x1F415;	&#128021;	%F0%9F%90%95	\ud83d\udc15	:dog2:	dog
2615	🐕‍🦺	U+1F415 U+200D U+1F9BA	1F415 200D 1F9BA	128021 8205 129466	&#x1F415;&#x200D;&#x1F9BA;	&#128021;&#8205;&#129466;	%F0%9F%90%95%E2%80%8D%F0%9F%A6%BA	\ud83d\udc15\u200d\ud83e\uddba	:service_dog:	service dog
2616	🐖	U+1F416	1F416	128022	&#x1F416;	&#128022;	%F0%9F%90%96	\ud83d\udc16	:pig2:	pig
2617	🐗	U+1F417	1F417	128023	&#x1F417;	&#128023;	%F0%9F%90%97	\ud83d\udc17	:boar:	boar
2618	🐘	U+1F418	1F418	128024	&#x1F418;	&#128024;	%F0%9F%90%98	\ud83d\udc18	:elephant:	elephant
2619	🐨	U+1F428	1F428	128040	&#x1F428;	&#128040;	%F0%9F%90%A8	\ud83d\udc28	:koala:	koala
2620	🐩	U+1F429	1F429	128041	&#x1F429;	&#128041;	%F0%9F%90%A9	\ud83d\udc29	:poodle:	poodle
2621	🐪	U+1F42A	1F42A	128042	&#x1F42A;	&#128042;	%F0%9F%90%AA	\ud83d\udc2a	:dromedary_camel:	camel
2622	🐫	U+1F42B	1F42B	128043	&#x1F42B;	&#128043;	%F0%9F%90%AB	\ud83d\udc2b	:camel:	two-hump camel
2623	🐭	U+1F42D	1F42D	128045	&#x1F42D;	&#128045;	%F0%9F%90%AD	\ud83d\udc2d	:mouse:	mouse face
2624	🐮	U+1F42E	1F42E	128046	&#x1F42E;	&#128046;	%F0%9F%90%AE	\ud83d\udc2e	:cow:	cow face
2625	🐯	U+1F42F	1F42F	128047	&#x1F42F;	&#128047;	%F0%9F%90%AF	\ud83d\udc2f	:tiger:	tiger face
2626	🐰	U+1F430	1F430	128048	&#x1F430;	&#128048;	%F0%9F%90%B0	\ud83d\udc30	:rabbit:	rabbit face
2627	🐱	U+1F431	1F431	128049	&#x1F431;	&#128049;	%F0%9F%90%B1	\ud83d\udc31	:cat:	cat face
2628	🐴	U+1F434	1F434	128052	&#x1F434;	&#128052;	%F0%9F%90%B4	\ud83d\udc34	:horse:	horse face
2629	🐵	U+1F435	1F435	128053	&#x1F435;	&#128053;	%F0%9F%90%B5	\ud83d\udc35	:monkey_face:	monkey face
2630	🐶	U+1F436	1F436	128054	&#x1F436;	&#128054;	%F0%9F%90%B6	\ud83d\udc36	:dog:	dog face
2631	🐷	U+1F437	1F437	128055	&#x1F437;	&#128055;	%F0%9F%90%B7	\ud83d\udc37	:pig:	pig face
2632	🐹	U+1F439	1F439	128057	&#x1F439;	&#128057;	%F0%9F%90%B9	\ud83d\udc39	:hamster:	hamster
2633	🐺	U+1F43A	1F43A	128058	&#x1F43A;	&#128058;	%F0%9F%90%BA	\ud83d\udc3a	:wolf:	wolf
2634	🐻	U+1F43B	1F43B	128059	&#x1F43B;	&#128059;	%F0%9F%90%BB	\ud83d\udc3b	:bear:	bear
2635	🐻‍❄️	U+1F43B U+200D U+2744 U+FE0F	1F43B 200D 2744 FE0F	128059 8205 10052 65039	&#x1F43B;&#x200D;&#x2744;&#xFE0F;	&#128059;&#8205;&#10052;&#65039;	%F0%9F%90%BB%E2%80%8D%E2%9D%84%EF%B8%8F	\ud83d\udc3b\u200d\u2744\ufe0f		polar bear
2636	🐼	U+1F43C	1F43C	128060	&#x1F43C;	&#128060;	%F0%9F%90%BC	\ud83d\udc3c	:panda_face:	panda
2637	🐽	U+1F43D	1F43D	128061	&#x1F43D;	&#128061;	%F0%9F%90%BD	\ud83d\udc3d	:pig_nose:	pig nose
2638	🐾	U+1F43E	1F43E	128062	&#x1F43E;	&#128062;	%F0%9F%90%BE	\ud83d\udc3e	:feet:	paw prints
2639	🐿️	U+1F43F U+FE0F	1F43F FE0F	128063 65039	&#x1F43F;&#xFE0F;	&#128063;&#65039;	%F0%9F%90%BF%EF%B8%8F	\ud83d\udc3f\ufe0f		chipmunk
2640	🦁	U+1F981	1F981	129409	&#x1F981;	&#129409;	%F0%9F%A6%81	\ud83e\udd81	:lion:	lion
2641	🦄	U+1F984	1F984	129412	&#x1F984;	&#129412;	%F0%9F%A6%84	\ud83e\udd84	:unicorn:	unicorn
2642	🦇	U+1F987	1F987	129415	&#x1F987;	&#129415;	%F0%9F%A6%87	\ud83e\udd87	:bat:	bat
2643	🦊	U+1F98A	1F98A	129418	&#x1F98A;	&#129418;	%F0%9F%A6%8A	\ud83e\udd8a	:fox_face:	fox
2644	🦌	U+1F98C	1F98C	129420	&#x1F98C;	&#129420;	%F0%9F%A6%8C	\ud83e\udd8c	:deer:	deer
2645	🦍	U+1F98D	1F98D	129421	&#x1F98D;	&#129421;	%F0%9F%A6%8D	\ud83e\udd8d	:gorilla:	gorilla
2646	🦏	U+1F98F	1F98F	129423	&#x1F98F;	&#129423;	%F0%9F%A6%8F	\ud83e\udd8f	:rhinoceros:	rhinoceros
2647	🦒	U+1F992	1F992	129426	&#x1F992;	&#129426;	%F0%9F%A6%92	\ud83e\udd92	:giraffe:	giraffe
2648	🦓	U+1F993	1F993	129427	&#x1F993;	&#129427;	%F0%9F%A6%93	\ud83e\udd93	:zebra:	zebra
2649	🦔	U+1F994	1F994	129428	&#x1F994;	&#129428;	%F0%9F%A6%94	\ud83e\udd94	:hedgehog:	hedgehog
2650	🦘	U+1F998	1F998	129432	&#x1F998;	&#129432;	%F0%9F%A6%98	\ud83e\udd98	:kangaroo:	kangaroo
2651	🦙	U+1F999	1F999	129433	&#x1F999;	&#129433;	%F0%9F%A6%99	\ud83e\udd99	:llama:	llama
2652	🦛	U+1F99B	1F99B	129435	&#x1F99B;	&#129435;	%F0%9F%A6%9B	\ud83e\udd9b	:hippopotamus:	hippopotamus
2653	🦝	U+1F99D	1F99D	129437	&#x1F99D;	&#129437;	%F0%9F%A6%9D	\ud83e\udd9d	:raccoon:	raccoon
2654	🦡	U+1F9A1	1F9A1	129441	&#x1F9A1;	&#129441;	%F0%9F%A6%A1	\ud83e\udda1	:badger:	badger
2655	🦣	U+1F9A3	1F9A3	129443	&#x1F9A3;	&#129443;	%F0%9F%A6%A3	\ud83e\udda3	:mammoth:	mammoth
2656	🦥	U+1F9A5	1F9A5	129445	&#x1F9A5;	&#129445;	%F0%9F%A6%A5	\ud83e\udda5	:sloth:	sloth
2657	🦦	U+1F9A6	1F9A6	129446	&#x1F9A6;	&#129446;	%F0%9F%A6%A6	\ud83e\udda6	:otter:	otter
2658	🦧	U+1F9A7	1F9A7	129447	&#x1F9A7;	&#129447;	%F0%9F%A6%A7	\ud83e\udda7	:orangutan:	orangutan
2659	🦨	U+1F9A8	1F9A8	129448	&#x1F9A8;	&#129448;	%F0%9F%A6%A8	\ud83e\udda8	:skunk:	skunk
2660	🦫	U+1F9AB	1F9AB	129451	&#x1F9AB;	&#129451;	%F0%9F%A6%AB	\ud83e\uddab	:beaver:	beaver
2661	🦬	U+1F9AC	1F9AC	129452	&#x1F9AC;	&#129452;	%F0%9F%A6%AC	\ud83e\uddac	:bison:	bison
2662	🦮	U+1F9AE	1F9AE	129454	&#x1F9AE;	&#129454;	%F0%9F%A6%AE	\ud83e\uddae	:guide_dog:	guide dog
2663	🫎	U+1FACE	1FACE	129742	&#x1FACE;	&#129742;	%F0%9F%AB%8E	\ud83e\udece		moose
2664	🫏	U+1FACF	1FACF	129743	&#x1FACF;	&#129743;	%F0%9F%AB%8F	\ud83e\udecf		donkey
2665	🐓	U+1F413	1F413	128019	&#x1F413;	&#128019;	%F0%9F%90%93	\ud83d\udc13	:rooster:	rooster
2666	🐔	U+1F414	1F414	128020	&#x1F414;	&#128020;	%F0%9F%90%94	\ud83d\udc14	:chicken:	chicken
2667	🐣	U+1F423	1F423	128035	&#x1F423;	&#128035;	%F0%9F%90%A3	\ud83d\udc23	:hatching_chick:	hatching chick
2668	🐤	U+1F424	1F424	128036	&#x1F424;	&#128036;	%F0%9F%90%A4	\ud83d\udc24	:baby_chick:	baby chick
2669	🐥	U+1F425	1F425	128037	&#x1F425;	&#128037;	%F0%9F%90%A5	\ud83d\udc25	:hatched_chick:	front-facing baby chick
2670	🐦	U+1F426	1F426	128038	&#x1F426;	&#128038;	%F0%9F%90%A6	\ud83d\udc26	:bird:	bird
2671	🐦‍⬛	U+1F426 U+200D U+2B1B	1F426 200D 2B1B	128038 8205 11035	&#x1F426;&#x200D;&#x2B1B;	&#128038;&#8205;&#11035;	%F0%9F%90%A6%E2%80%8D%E2%AC%9B	\ud83d\udc26\u200d\u2b1b		black bird
2672	🐦‍🔥	U+1F426 U+200D U+1F525	1F426 200D 1F525	128038 8205 128293	&#x1F426;&#x200D;&#x1F525;	&#128038;&#8205;&#128293;	%F0%9F%90%A6%E2%80%8D%F0%9F%94%A5	\ud83d\udc26\u200d\ud83d\udd25		phoenix
2673	🐧	U+1F427	1F427	128039	&#x1F427;	&#128039;	%F0%9F%90%A7	\ud83d\udc27	:penguin:	penguin
2674	🕊️	U+1F54A U+FE0F	1F54A FE0F	128330 65039	&#x1F54A;&#xFE0F;	&#128330;&#65039;	%F0%9F%95%8A%EF%B8%8F	\ud83d\udd4a\ufe0f		dove
2675	🦃	U+1F983	1F983	129411	&#x1F983;	&#129411;	%F0%9F%A6%83	\ud83e\udd83	:turkey:	turkey
2676	🦅	U+1F985	1F985	129413	&#x1F985;	&#129413;	%F0%9F%A6%85	\ud83e\udd85	:eagle:	eagle
2677	🦆	U+1F986	1F986	129414	&#x1F986;	&#129414;	%F0%9F%A6%86	\ud83e\udd86	:duck:	duck
2678	🦉	U+1F989	1F989	129417	&#x1F989;	&#129417;	%F0%9F%A6%89	\ud83e\udd89	:owl:	owl
2679	🦚	U+1F99A	1F99A	129434	&#x1F99A;	&#129434;	%F0%9F%A6%9A	\ud83e\udd9a	:peacock:	peacock
2680	🦜	U+1F99C	1F99C	129436	&#x1F99C;	&#129436;	%F0%9F%A6%9C	\ud83e\udd9c	:parrot:	parrot
2681	🦢	U+1F9A2	1F9A2	129442	&#x1F9A2;	&#129442;	%F0%9F%A6%A2	\ud83e\udda2	:swan:	swan
2682	🦤	U+1F9A4	1F9A4	129444	&#x1F9A4;	&#129444;	%F0%9F%A6%A4	\ud83e\udda4	:dodo:	dodo
2683	🦩	U+1F9A9	1F9A9	129449	&#x1F9A9;	&#129449;	%F0%9F%A6%A9	\ud83e\udda9	:flamingo:	flamingo
2684	🪶	U+1FAB6	1FAB6	129718	&#x1FAB6;	&#129718;	%F0%9F%AA%B6	\ud83e\udeb6	:feather:	feather
2685	🪽	U+1FABD	1FABD	129725	&#x1FABD;	&#129725;	%F0%9F%AA%BD	\ud83e\udebd		wing
2686	🪿	U+1FABF	1FABF	129727	&#x1FABF;	&#129727;	%F0%9F%AA%BF	\ud83e\udebf		goose
2687	🐸	U+1F438	1F438	128056	&#x1F438;	&#128056;	%F0%9F%90%B8	\ud83d\udc38	:frog:	frog
2688	🐉	U+1F409	1F409	128009	&#x1F409;	&#128009;	%F0%9F%90%89	\ud83d\udc09	:dragon:	dragon
2689	🐊	U+1F40A	1F40A	128010	&#x1F40A;	&#128010;	%F0%9F%90%8A	\ud83d\udc0a	:crocodile:	crocodile
2690	🐍	U+1F40D	1F40D	128013	&#x1F40D;	&#128013;	%F0%9F%90%8D	\ud83d\udc0d	:snake:	snake
2691	🐢	U+1F422	1F422	128034	&#x1F422;	&#128034;	%F0%9F%90%A2	\ud83d\udc22	:turtle:	turtle
2692	🐲	U+1F432	1F432	128050	&#x1F432;	&#128050;	%F0%9F%90%B2	\ud83d\udc32	:dragon_face:	dragon face
2693	🦎	U+1F98E	1F98E	129422	&#x1F98E;	&#129422;	%F0%9F%A6%8E	\ud83e\udd8e	:lizard:	lizard
2694	🦕	U+1F995	1F995	129429	&#x1F995;	&#129429;	%F0%9F%A6%95	\ud83e\udd95	:sauropod:	sauropod
2695	🦖	U+1F996	1F996	129430	&#x1F996;	&#129430;	%F0%9F%A6%96	\ud83e\udd96	:t-rex:	T-Rex
2696	🐋	U+1F40B	1F40B	128011	&#x1F40B;	&#128011;	%F0%9F%90%8B	\ud83d\udc0b	:whale2:	whale
2697	🐙	U+1F419	1F419	128025	&#x1F419;	&#128025;	%F0%9F%90%99	\ud83d\udc19	:octopus:	octopus
2698	🐚	U+1F41A	1F41A	128026	&#x1F41A;	&#128026;	%F0%9F%90%9A	\ud83d\udc1a	:shell:	spiral shell
2699	🐟	U+1F41F	1F41F	128031	&#x1F41F;	&#128031;	%F0%9F%90%9F	\ud83d\udc1f	:fish:	fish
2700	🐠	U+1F420	1F420	128032	&#x1F420;	&#128032;	%F0%9F%90%A0	\ud83d\udc20	:tropical_fish:	tropical fish
2701	🐡	U+1F421	1F421	128033	&#x1F421;	&#128033;	%F0%9F%90%A1	\ud83d\udc21	:blowfish:	blowfish
2702	🐬	U+1F42C	1F42C	128044	&#x1F42C;	&#128044;	%F0%9F%90%AC	\ud83d\udc2c	:dolphin:	dolphin
2703	🐳	U+1F433	1F433	128051	&#x1F433;	&#128051;	%F0%9F%90%B3	\ud83d\udc33	:whale:	spouting whale
2704	🦀	U+1F980	1F980	129408	&#x1F980;	&#129408;	%F0%9F%A6%80	\ud83e\udd80	:crab:	crab
2705	🦈	U+1F988	1F988	129416	&#x1F988;	&#129416;	%F0%9F%A6%88	\ud83e\udd88	:shark:	shark
2706	🦐	U+1F990	1F990	129424	&#x1F990;	&#129424;	%F0%9F%A6%90	\ud83e\udd90	:shrimp:	shrimp
2707	🦑	U+1F991	1F991	129425	&#x1F991;	&#129425;	%F0%9F%A6%91	\ud83e\udd91	:squid:	squid
2708	🦞	U+1F99E	1F99E	129438	&#x1F99E;	&#129438;	%F0%9F%A6%9E	\ud83e\udd9e	:lobster:	lobster
2709	🦪	U+1F9AA	1F9AA	129450	&#x1F9AA;	&#129450;	%F0%9F%A6%AA	\ud83e\uddaa	:oyster:	oyster
2710	🦭	U+1F9AD	1F9AD	129453	&#x1F9AD;	&#129453;	%F0%9F%A6%AD	\ud83e\uddad	:seal:	seal
2711	🪸	U+1FAB8	1FAB8	129720	&#x1FAB8;	&#129720;	%F0%9F%AA%B8	\ud83e\udeb8		coral
2712	🪼	U+1FABC	1FABC	129724	&#x1FABC;	&#129724;	%F0%9F%AA%BC	\ud83e\udebc		jellyfish
2713	🫍	U+1FACD	1FACD	129741	&#x1FACD;	&#129741;	%F0%9F%AB%8D	\ud83e\udecd		orca
2714	🐌	U+1F40C	1F40C	128012	&#x1F40C;	&#128012;	%F0%9F%90%8C	\ud83d\udc0c	:snail:	snail
2715	🐛	U+1F41B	1F41B	128027	&#x1F41B;	&#128027;	%F0%9F%90%9B	\ud83d\udc1b	:bug:	bug
2716	🐜	U+1F41C	1F41C	128028	&#x1F41C;	&#128028;	%F0%9F%90%9C	\ud83d\udc1c	:ant:	ant
2717	🐝	U+1F41D	1F41D	128029	&#x1F41D;	&#128029;	%F0%9F%90%9D	\ud83d\udc1d	:bee:	honeybee
2718	🐞	U+1F41E	1F41E	128030	&#x1F41E;	&#128030;	%F0%9F%90%9E	\ud83d\udc1e	:lady_beetle:	lady beetle
2719	🕷️	U+1F577 U+FE0F	1F577 FE0F	128375 65039	&#x1F577;&#xFE0F;	&#128375;&#65039;	%F0%9F%95%B7%EF%B8%8F	\ud83d\udd77\ufe0f		spider
2720	🕸️	U+1F578 U+FE0F	1F578 FE0F	128376 65039	&#x1F578;&#xFE0F;	&#128376;&#65039;	%F0%9F%95%B8%EF%B8%8F	\ud83d\udd78\ufe0f		spider web
2721	🦂	U+1F982	1F982	129410	&#x1F982;	&#129410;	%F0%9F%A6%82	\ud83e\udd82	:scorpion:	scorpion
2722	🦋	U+1F98B	1F98B	129419	&#x1F98B;	&#129419;	%F0%9F%A6%8B	\ud83e\udd8b	:butterfly:	butterfly
2723	🦗	U+1F997	1F997	129431	&#x1F997;	&#129431;	%F0%9F%A6%97	\ud83e\udd97	:cricket:	cricket
2724	🦟	U+1F99F	1F99F	129439	&#x1F99F;	&#129439;	%F0%9F%A6%9F	\ud83e\udd9f	:mosquito:	mosquito
2725	🦠	U+1F9A0	1F9A0	129440	&#x1F9A0;	&#129440;	%F0%9F%A6%A0	\ud83e\udda0	:microbe:	microbe
2726	🪰	U+1FAB0	1FAB0	129712	&#x1FAB0;	&#129712;	%F0%9F%AA%B0	\ud83e\udeb0	:fly:	fly
2727	🪱	U+1FAB1	1FAB1	129713	&#x1FAB1;	&#129713;	%F0%9F%AA%B1	\ud83e\udeb1	:worm:	worm
2728	🪲	U+1FAB2	1FAB2	129714	&#x1FAB2;	&#129714;	%F0%9F%AA%B2	\ud83e\udeb2	:beetle:	beetle
2729	🪳	U+1FAB3	1FAB3	129715	&#x1FAB3;	&#129715;	%F0%9F%AA%B3	\ud83e\udeb3	:cockroach:	cockroach
2730	🌷	U+1F337	1F337	127799	&#x1F337;	&#127799;	%F0%9F%8C%B7	\ud83c\udf37	:tulip:	tulip
2731	🌸	U+1F338	1F338	127800	&#x1F338;	&#127800;	%F0%9F%8C%B8	\ud83c\udf38	:cherry_blossom:	cherry blossom
2732	🌹	U+1F339	1F339	127801	&#x1F339;	&#127801;	%F0%9F%8C%B9	\ud83c\udf39	:rose:	rose
2733	🌺	U+1F33A	1F33A	127802	&#x1F33A;	&#127802;	%F0%9F%8C%BA	\ud83c\udf3a	:hibiscus:	hibiscus
2734	🌻	U+1F33B	1F33B	127803	&#x1F33B;	&#127803;	%F0%9F%8C%BB	\ud83c\udf3b	:sunflower:	sunflower
2735	🌼	U+1F33C	1F33C	127804	&#x1F33C;	&#127804;	%F0%9F%8C%BC	\ud83c\udf3c	:blossom:	blossom
2736	🏵️	U+1F3F5 U+FE0F	1F3F5 FE0F	127989 65039	&#x1F3F5;&#xFE0F;	&#127989;&#65039;	%F0%9F%8F%B5%EF%B8%8F	\ud83c\udff5\ufe0f		rosette
2737	💐	U+1F490	1F490	128144	&#x1F490;	&#128144;	%F0%9F%92%90	\ud83d\udc90	:bouquet:	bouquet
2738	💮	U+1F4AE	1F4AE	128174	&#x1F4AE;	&#128174;	%F0%9F%92%AE	\ud83d\udcae	:white_flower:	white flower
2739	🥀	U+1F940	1F940	129344	&#x1F940;	&#129344;	%F0%9F%A5%80	\ud83e\udd40	:wilted_flower:	wilted flower
2740	🪷	U+1FAB7	1FAB7	129719	&#x1FAB7;	&#129719;	%F0%9F%AA%B7	\ud83e\udeb7		lotus
2741	🪻	U+1FABB	1FABB	129723	&#x1FABB;	&#129723;	%F0%9F%AA%BB	\ud83e\udebb		hyacinth
2742	☘️	U+2618 U+FE0F	2618 FE0F	9752 65039	&#x2618;&#xFE0F;	&#9752;&#65039;	%E2%98%98%EF%B8%8F	\u2618\ufe0f		shamrock
2743	🌱	U+1F331	1F331	127793	&#x1F331;	&#127793;	%F0%9F%8C%B1	\ud83c\udf31	:seedling:	seedling
2744	🌲	U+1F332	1F332	127794	&#x1F332;	&#127794;	%F0%9F%8C%B2	\ud83c\udf32	:evergreen_tree:	evergreen tree
